Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1537,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23-197,2000,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0
1538,David Mamutovic,de GER,"FW,DF",Mainz 05,de Bundesliga,23-130,2000,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1539,Wilson Manafá,pt POR,"DF,MF",Granada,es La Liga,29-265,1994,4,3,240,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,5,4,6
1540,Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,fr Ligue 1,24-107,1999,2,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,2,0
1541,Gianluca Mancini,it ITA,DF,Roma,it Serie A,27-362,1996,30,30,2480,27.6,4,1,5,4,0,0,9,0,1.9,1.9,0.9,2.8,32,122,12
1542,Marco Mancosu,it ITA,"MF,FW",Cagliari,it Serie A,35-235,1988,5,3,155,1.7,0,0,0,0,0,1,0,0,1.2,0.5,0.2,0.7,4,8,11
1543,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39-016,1985,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0
1544,Christos Mandas,gr GRE,GK,Lazio,it Serie A,22-209,2001,5,4,361,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1545,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30-083,1994,9,6,593,6.6,1,1,2,1,0,0,1,0,0.3,0.3,0.6,0.9,9,32,7
1546,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,32-174,1991,14,10,952,10.6,1,0,1,1,0,0,3,0,0.6,0.6,0.7,1.3,6,47,4
1547,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,26-289,1997,27,14,1364,15.2,3,2,5,3,0,0,2,0,2.4,2.4,1.0,3.4,6,78,23
1548,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,26-026,1998,20,19,1563,17.4,1,0,1,1,0,0,6,0,0.8,0.8,0.2,1.1,13,45,14
1549,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26-026,1998,4,3,249,2.8,1,0,1,1,0,0,0,0,0.9,0.9,0.4,1.4,5,19,14
1550,Kostas Manolas,gr GRE,DF,Salernitana,it Serie A,32-304,1991,7,6,469,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,10,2
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1551,Javier Manquillo,es ESP,"DF,MF",Celta Vigo,es La Liga,29-344,1994,7,7,503,5.6,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.3,5,16,13
1552,Braydon Manu,gh GHA,MF,Darmstadt 98,de Bundesliga,27-016,1997,4,3,171,1.9,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,5,1,9
1553,Benson Manuel,be BEL,"MF,FW",Burnley,eng Premier League,27-016,1997,7,1,97,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,0,14
1554,Faitout Maouassa,fr FRA,"DF,MF",Granada,es La Liga,25-282,1998,4,1,160,1.8,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.6,8,5,10
1555,Faitout Maouassa,fr FRA,"MF,DF",Lens,fr Ligue 1,25-282,1998,3,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,0,2
1556,Marcão,br BRA,DF,Sevilla,es La Liga,27-313,1996,6,3,310,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,3,12,0
1557,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,29-268,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,2.0,2.0,1.0,2.9,14,24,44
1558,Riccardo Marchizza,it ITA,DF,Frosinone,it Serie A,26-018,1998,13,13,1148,12.8,0,4,4,0,0,0,1,0,0.4,0.4,0.8,1.2,6,36,39
1559,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,32-058,1992,24,18,1642,18.2,1,0,1,1,0,0,3,0,1.5,1.5,0.3,1.7,24,114,5
1560,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,34-365,1989,23,21,1808,20.1,1,4,5,1,0,0,4,0,0.6,0.6,2.7,3.3,39,114,86
1561,Alberto Marí,es ESP,"FW,MF",Valencia,es La Liga,22-277,2001,9,0,74,0.8,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,1,3,3
1562,José Mari,es ESP,"MF,FW",Cádiz,es La Liga,36-129,1987,3,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1
1563,Pablo Marí,es ESP,DF,Monza,it Serie A,30-226,1993,27,23,2003,22.3,0,0,0,0,0,0,7,0,0.3,0.3,0.3,0.7,2,50,0
1564,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29-084,1995,17,9,876,9.7,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,1,19,1
1565,Mariano,do DOM,FW,Sevilla,es La Liga,30-256,1993,6,2,219,2.4,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,3,6,14
1566,Mirko Marić,hr CRO,FW,Monza,it Serie A,28-333,1995,10,1,287,3.2,1,0,1,1,0,0,0,1,0.9,0.9,0.5,1.3,2,4,30
1567,Rafa Marín,es ESP,DF,Alavés,es La Liga,21-330,2002,27,23,2001,22.2,0,0,0,0,0,0,4,0,0.4,0.4,0.3,0.7,9,65,4
1568,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,27-326,1996,24,16,1417,15.7,0,3,3,0,0,0,1,0,0.7,0.7,2.6,3.3,14,49,23
1569,Diego Mariño,es ESP,GK,Almería,es La Liga,33-340,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1570,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,29-343,1994,20,18,1542,17.1,1,0,1,1,0,0,0,1,0.4,0.4,0.4,0.9,4,52,5
1571,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,21-286,2002,28,28,2478,27.5,0,1,1,0,0,0,5,1,0.2,0.2,0.9,1.1,28,114,7
1572,Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,de Bundesliga,25-066,1999,23,21,1761,19.6,10,6,16,9,1,1,6,0,8.1,7.3,4.0,11.3,63,43,129
1573,Marquinhos,br BRA,"FW,MF",Nantes,fr Ligue 1,21-006,2003,7,1,154,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,2,4,11
1574,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,29-335,1994,18,15,1319,14.7,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.8,13,102,3
1575,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,22-187,2001,2,1,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1576,Agustín Martegani,ar ARG,MF,Salernitana,it Serie A,23-329,2000,17,6,708,7.9,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,14,27,22
1577,Eric Martel,de GER,MF,Köln,de Bundesliga,21-350,2002,25,24,2077,23.1,1,1,2,1,0,0,5,0,1.8,1.8,1.0,2.8,16,56,26
1578,Roger Martí,es ESP,FW,Cádiz,es La Liga,33-101,1991,16,14,1045,11.6,2,2,4,2,0,0,2,0,2.2,2.2,2.2,4.3,6,9,45
1579,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,28-130,1995,13,5,448,5.0,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.5,6,12,36
1580,Aarón Martín,es ESP,DF,Genoa,it Serie A,26-357,1997,15,10,820,9.1,0,0,0,0,0,0,4,1,0.1,0.1,1.1,1.2,13,17,50
1581,Iván Martín,es ESP,"MF,FW",Girona,es La Liga,25-059,1999,29,26,2134,23.7,4,2,6,4,0,0,5,0,2.5,2.5,1.6,4.0,58,105,75
1582,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34-004,1990,27,7,957,10.6,0,1,1,0,0,0,5,0,1.1,1.1,0.9,2.0,19,71,27
1583,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,22-300,2001,28,23,1805,20.1,6,4,10,6,0,0,1,0,5.7,5.7,5.3,11.0,110,59,306
1584,Arnau Martinez,es ESP,DF,Girona,es La Liga,20-354,2003,15,12,992,11.0,0,2,2,0,0,0,4,0,0.2,0.2,1.3,1.5,23,49,12
1585,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,31-224,1992,30,30,2700,30.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0
1586,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,32-332,1991,15,9,891,9.9,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,22,60,3
1587,Josep Martinez,es ESP,GK,Genoa,it Serie A,25-322,1998,30,30,2699,30.0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0,1,0
1588,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26-235,1997,28,27,2269,25.2,23,2,25,21,2,3,4,0,15.8,13.4,2.6,16.0,47,74,150
1589,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26-086,1998,9,7,580,6.4,0,1,1,0,0,0,3,0,0.0,0.0,0.1,0.1,8,28,1
1590,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27-339,1996,22,20,1746,19.4,4,0,4,4,0,0,6,0,2.0,2.0,0.4,2.4,13,131,12
1591,Adam Marušić,me MNE,DF,Lazio,it Serie A,31-179,1992,31,31,2560,28.4,1,0,1,1,0,0,3,1,0.4,0.4,0.6,1.1,31,98,80
1592,Marvin,es ESP,"FW,DF",Las Palmas,es La Liga,23-285,2000,25,11,1322,14.7,0,2,2,0,0,0,4,0,0.6,0.6,2.2,2.8,41,24,143
1593,Omar Mascarell,es ESP,MF,Mallorca,es La Liga,31-071,1993,21,14,1175,13.1,0,0,0,0,0,0,6,1,0.4,0.4,0.0,0.4,10,52,5
1594,Adam Masina,ma MAR,DF,Udinese,it Serie A,30-102,1994,4,1,64,0.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,3
1595,Adam Masina,ma MAR,DF,Torino,it Serie A,30-102,1994,10,6,654,7.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,31,5
1596,Erhan Mašović,rs SRB,"DF,MF",Bochum,de Bundesliga,25-143,1998,24,22,1979,22.0,0,0,0,0,0,0,7,0,1.1,1.1,0.3,1.4,9,36,10
1597,Han-Noah Massengo,fr FRA,"MF,DF",Burnley,eng Premier League,22-281,2001,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0
1598,Roberto Massimo,de GER,"FW,DF",Stuttgart,de Bundesliga,23-184,2000,5,0,84,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6
1599,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31-158,1992,22,20,1725,19.2,0,2,2,0,0,0,5,0,0.5,0.5,1.1,1.6,24,82,40
1600,Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,35-172,1988,27,17,1325,14.7,4,1,5,4,0,0,9,1,3.9,3.9,1.4,5.3,15,16,113
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1601,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,21-212,2002,27,22,1618,18.0,3,3,6,3,0,0,6,0,2.9,2.9,2.0,5.0,34,120,75
1602,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,22-058,2002,6,0,102,1.1,0,1,1,0,0,0,2,0,0.1,0.1,1.0,1.1,2,10,2
1603,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,26-290,1997,28,18,1758,19.5,7,4,11,5,2,2,3,0,5.8,4.2,2.5,6.7,23,19,104
1604,Nemanja Matić,rs SRB,MF,Rennes,fr Ligue 1,35-256,1988,13,11,1027,11.4,0,0,0,0,0,0,7,0,0.3,0.3,0.8,1.1,14,83,8
1605,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,35-256,1988,9,9,771,8.6,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,16,75,12
1606,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,32-249,1991,10,9,781,8.7,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,8,34,1
1607,Alex Matos,eng ENG,MF,Chelsea,eng Premier League,19-193,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1608,Chrislain Matsima,fr FRA,DF,Clermont Foot,fr Ligue 1,21-334,2002,9,9,810,9.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,8,26,0
1609,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,21-334,2002,6,3,298,3.3,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,5,31,5
1610,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,18-342,2005,5,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,10
1611,Remi Matthews,eng ENG,GK,Crystal Palace,eng Premier League,30-063,1994,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1612,Alan Matturro,uy URU,DF,Genoa,it Serie A,19-185,2004,5,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1
1613,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,25-351,1998,16,16,1385,15.4,1,0,1,1,0,0,3,0,0.7,0.7,0.7,1.3,12,78,12
1614,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,25-351,1998,8,5,453,5.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,25,3
1615,Neal Maupay,fr FRA,FW,Brentford,eng Premier League,27-243,1996,26,12,1217,13.5,6,3,9,6,0,0,6,0,5.3,5.3,2.3,7.6,20,34,86
1616,Neal Maupay,fr FRA,FW,Everton,eng Premier League,27-243,1996,2,1,111,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1,0,6
1617,Aïman Maurer,ma MAR,"MF,FW",Clermont Foot,fr Ligue 1,19-201,2004,5,0,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,8
1618,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,26-124,1997,17,14,1351,15.0,1,0,1,1,0,0,2,0,1.1,1.1,0.2,1.3,9,31,2
1619,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,18-361,2005,14,11,1000,11.1,2,0,2,2,0,0,1,0,0.8,0.8,0.3,1.1,19,38,9
1620,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,30-196,1993,21,16,1256,14.0,1,2,3,1,0,0,2,0,0.2,0.2,2.7,2.9,25,60,54
1621,Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,de Bundesliga,35-021,1989,24,4,467,5.2,2,1,3,2,0,0,1,0,4.1,4.1,1.5,5.6,13,16,48
1622,Luís Maximiano,pt POR,GK,Almería,es La Liga,25-099,1999,27,27,2430,27.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
1623,Noam Mayoka-Tika,be BEL,MF,Marseille,fr Ligue 1,20-163,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1624,Borja Mayoral,es ESP,FW,Getafe,es La Liga,27-008,1997,27,25,2153,23.9,15,1,16,11,4,4,2,0,11.9,8.7,1.4,10.1,27,67,100
1625,Senny Mayulu,fr FRA,FW,Paris S-G,fr Ligue 1,17-332,2006,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,2,12
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1626,Youssef Maziz,fr FRA,"FW,MF",Metz,fr Ligue 1,25-294,1998,2,2,124,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,6,2
1627,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,26-151,1997,15,13,1021,11.3,0,3,3,0,0,0,3,0,0.8,0.8,1.7,2.5,29,94,69
1628,Luca Mazzitelli,it ITA,MF,Frosinone,it Serie A,28-150,1995,24,21,1827,20.3,5,0,5,5,0,0,5,1,1.9,1.9,1.0,2.9,15,138,46
1629,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,28-261,1995,18,16,1272,14.1,0,1,1,0,0,0,4,0,0.3,0.3,1.3,1.6,36,36,62
1630,Pasquale Mazzocchi,it ITA,DF,Napoli,it Serie A,28-261,1995,6,3,277,3.1,0,1,1,0,0,0,0,1,0.1,0.1,0.0,0.2,10,13,16
1631,Kevin Mbabu,ch SUI,DF,Augsburg,de Bundesliga,28-360,1995,21,18,1687,18.7,0,2,2,0,0,0,4,0,0.1,0.1,1.5,1.6,53,72,81
1632,Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,19-099,2005,3,0,16,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,2,1
1633,Ethan Mbappé,fr FRA,MF,Paris S-G,fr Ligue 1,17-106,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1634,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,25-115,1998,26,22,1933,21.5,24,6,30,18,6,8,3,0,19.5,13.0,4.9,17.9,100,106,251
1635,Malick Mbaye,sn SEN,"MF,FW",Metz,fr Ligue 1,20-007,2004,5,1,153,1.7,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,8,1,20
1636,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,25-290,1998,4,2,288,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0,4,0
1637,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,29-249,1994,22,22,1937,21.5,2,2,4,2,0,0,1,0,1.4,1.4,1.0,2.4,14,106,9
1638,Nolan Mbemba,cg CGO,MF,Le Havre,fr Ligue 1,29-054,1995,6,0,22,0.2,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1
1639,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,24-250,1999,19,16,1421,15.8,8,3,11,5,3,3,1,0,9.0,6.6,2.9,9.5,53,68,140
1640,Christ Mbondi,fr FRA,FW,Reims,fr Ligue 1,19-176,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
1641,Jordi Mboula,es ESP,"FW,MF",Hellas Verona,it Serie A,25-028,1999,11,5,307,3.4,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,10,4,22
1642,Nathanael Mbuku,fr FRA,FW,Augsburg,de Bundesliga,22-028,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,4
1643,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,eng Premier League,21-178,2002,26,19,1648,18.3,3,2,5,2,1,1,2,0,2.9,2.1,2.0,4.2,52,49,94
1644,James Mcatee,eng ENG,MF,Manchester City,eng Premier League,21-178,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1645,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,27-314,1996,19,13,1113,12.4,6,3,9,4,2,2,7,2,5.8,4.2,2.0,6.1,6,30,54
1646,James McConnell,eng ENG,MF,Liverpool,eng Premier League,19-213,2004,3,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
1647,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,29-178,1994,29,29,2463,27.4,6,4,10,6,0,0,7,1,4.3,4.3,4.3,8.6,52,170,79
1648,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,27-153,1996,5,5,416,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,10,0
1649,Weston McKennie,us USA,"MF,FW",Juventus,it Serie A,25-229,1998,29,26,2326,25.8,0,7,7,0,0,0,6,0,2.9,2.9,3.7,6.6,60,81,152
1650,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,24-143,1999,28,26,2284,25.4,2,5,7,2,0,0,2,0,3.0,3.0,7.5,10.5,68,95,114
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1651,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,eng Premier League,27-127,1996,27,15,1579,17.5,7,1,8,7,0,0,2,0,5.1,5.1,0.7,5.8,20,54,37
1652,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,24-321,1999,26,25,2264,25.2,1,3,4,1,0,0,10,0,0.8,0.8,1.4,2.2,44,184,12
1653,Ben Mee,eng ENG,DF,Brentford,eng Premier League,34-205,1989,16,15,1272,14.1,2,0,2,2,0,0,1,1,1.5,1.5,0.3,1.8,11,49,9
1654,Marvin Mehlem,de GER,MF,Darmstadt 98,de Bundesliga,26-215,1997,17,16,1237,13.7,3,2,5,3,0,0,3,0,3.8,3.8,1.0,4.8,23,43,65
1655,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,22-132,2001,14,5,573,6.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,10,29,5
1656,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,22-132,2001,2,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
1657,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,eng Premier League,21-083,2003,5,1,133,1.5,1,0,1,1,0,0,1,0,0.0,0.0,0.4,0.4,2,6,10
1658,Hannibal Mejbri,tn TUN,MF,Sevilla,es La Liga,21-083,2003,4,1,91,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2,6
1659,Óscar Melendo,es ESP,"MF,FW",Granada,es La Liga,26-234,1997,22,14,1035,11.5,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,19,37,26
1660,Gonzalo Melero,es ESP,"MF,FW",Almería,es La Liga,30-102,1994,23,9,963,10.7,0,1,1,0,0,0,3,0,1.7,1.7,1.2,2.9,21,42,31
1661,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,29-118,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0
1662,Arthur Melo,br BRA,MF,Fiorentina,it Serie A,27-245,1996,27,20,1641,18.2,0,1,1,0,0,0,2,0,0.1,0.1,1.5,1.6,17,106,23
1663,Memphis,nl NED,FW,Atlético Madrid,es La Liga,30-060,1994,20,9,842,9.4,5,1,6,5,0,0,2,0,5.7,5.7,1.8,7.4,16,25,75
1664,Houboulang Mendes,gw GNB,DF,Almería,es La Liga,25-345,1998,7,4,396,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,9,6
1665,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,21-299,2002,4,0,118,1.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,8,15,6
1666,Tomás Mendes,es ESP,MF,Alavés,es La Liga,19-144,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1667,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,27-097,1997,27,23,2069,23.0,4,5,9,4,0,0,6,0,3.6,3.6,3.9,7.5,40,104,112
1668,Bruno Méndez,uy URU,DF,Granada,es La Liga,24-216,1999,10,9,793,8.8,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.4,5,21,5
1669,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,20-228,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0
1670,Leonardo Mendicino,it ITA,MF,Atalanta,it Serie A,17-293,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1671,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,19-322,2004,4,1,131,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,1
1672,Benjamin Mendy,fr FRA,"DF,FW",Lorient,fr Ligue 1,29-271,1994,9,3,373,4.1,1,0,1,1,0,0,3,0,0.4,0.4,1.0,1.4,15,18,44
1673,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,28-310,1995,20,18,1450,16.1,0,0,0,0,0,0,5,0,0.1,0.1,0.8,0.9,18,73,89
1674,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,23-102,2001,15,11,1047,11.6,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,11,52,12
1675,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,31-295,1992,11,8,612,6.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,13,46,4
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1676,Teden Mengi,eng ENG,DF,Luton Town,eng Premier League,21-349,2002,25,23,2093,23.3,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.6,12,48,1
1677,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,26-160,1997,10,6,617,6.9,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,4,25,1
1678,Jorge Meré,es ESP,DF,Cádiz,es La Liga,26-362,1997,10,8,673,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,15,0
1679,Alex Meret,it ITA,GK,Napoli,it Serie A,27-022,1997,24,24,2143,23.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1680,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,27-296,1996,25,20,1852,20.6,4,3,7,4,0,0,8,0,3.0,3.0,1.7,4.7,23,118,74
1681,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,21-333,2002,8,7,603,6.7,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,11,37,46
1682,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,21-333,2002,16,15,1283,14.3,0,1,1,0,0,0,0,0,0.7,0.7,1.3,2.0,34,98,62
