Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1391,Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,28-020,1996,28,20,1827,20.3,0,2,2,0,0,0,3,0,1.5,1.5,2.2,3.7,49,89,97
1392,Darko Lazović,rs SRB,"FW,DF",Hellas Verona,it Serie A,33-211,1990,25,15,1409,15.7,1,1,2,1,0,0,0,1,1.8,1.7,2.2,3.9,34,46,100
1393,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,30-136,1993,21,17,1526,17.0,0,2,2,0,0,0,3,1,1.0,1.0,1.3,2.3,67,59,91
1394,Théo Le Bris,fr FRA,"DF,MF",Lorient,fr Ligue 1,21-195,2002,25,14,1455,16.2,0,2,2,0,0,0,2,0,1.2,1.2,1.6,2.8,56,55,110
1395,Julien Le Cardinal,fr FRA,"DF,FW",Brest,fr Ligue 1,26-254,1997,10,3,304,3.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1,19,2
1396,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,26-254,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2
1397,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,25-358,1998,27,18,1484,16.5,4,0,4,4,0,0,2,0,6.0,6.0,1.0,7.1,45,18,112
1398,Enzo Le Fée,fr FRA,MF,Rennes,fr Ligue 1,24-070,2000,20,16,1289,14.3,0,1,1,0,0,0,2,0,0.4,0.4,1.5,1.9,40,105,43
1399,Vincent Le Goff,fr FRA,"DF,MF",Lorient,fr Ligue 1,34-181,1989,9,8,541,6.0,1,1,2,1,0,0,1,0,0.1,0.1,0.9,1.0,9,22,51
1400,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,27-154,1996,23,22,1938,21.5,2,0,2,2,0,0,10,0,1.0,1.0,0.1,1.1,20,91,1
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1401,Nicola Leali,it ITA,GK,Genoa,it Serie A,31-056,1993,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1402,Rafael Leão,pt POR,FW,Milan,it Serie A,24-308,1999,27,24,2043,22.7,6,8,14,6,0,0,5,0,6.1,6.1,7.6,13.7,131,91,245
1403,Adrien Lebeau,fr FRA,"MF,FW",Brest,fr Ligue 1,24-280,1999,6,0,41,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,1,0,5
1404,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,32-353,1991,27,27,2430,27.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0
1405,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,31-060,1993,27,27,2418,26.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0
1406,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,30-324,1993,26,26,2315,25.7,4,0,4,4,0,0,9,0,2.3,2.3,2.2,4.5,45,177,40
1407,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,25-081,1999,27,26,2313,25.7,0,0,0,0,0,0,6,0,0.8,0.8,0.2,1.0,13,104,4
1408,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,25-331,1998,7,4,379,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,0
1409,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,32-329,1991,29,29,2607,29.0,2,1,3,2,0,0,5,0,2.0,2.0,0.5,2.6,8,90,4
1410,Stefan Lekovic,rs SRB,DF,Villarreal,es La Liga,20-095,2004,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1411,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,30-345,1993,21,17,1531,17.0,0,2,2,0,0,0,4,0,0.2,0.2,1.0,1.2,37,96,31
1412,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,28-153,1995,3,3,164,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,13,9
1413,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,30-225,1993,28,28,2433,27.0,4,0,4,4,0,0,10,1,4.4,4.4,0.8,5.2,27,63,42
1414,Álvaro Lemos,es ESP,DF,Las Palmas,es La Liga,31-014,1993,3,2,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,15,7
1415,Clément Lenglet,fr FRA,DF,Aston Villa,eng Premier League,28-301,1995,13,13,1063,11.8,0,1,1,0,0,0,2,0,0.9,0.9,0.8,1.6,26,50,1
1416,Bernd Leno,de GER,GK,Fulham,eng Premier League,32-040,1992,32,32,2880,32.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0
1417,Christopher Lenz,de GER,"DF,MF",RB Leipzig,de Bundesliga,29-204,1994,4,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,5
1418,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,29-204,1994,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
1419,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,21-174,2002,6,2,253,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,24,6
1420,Jefferson Lerma,co COL,MF,Crystal Palace,eng Premier League,29-171,1994,26,26,2295,25.5,1,1,2,1,0,0,7,0,2.7,2.7,2.2,4.8,14,101,50
1421,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,24-059,2000,17,2,353,3.9,0,1,1,0,0,0,3,0,0.8,0.8,0.7,1.5,7,21,6
1422,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,35-236,1988,28,25,2237,24.9,13,8,21,10,3,3,5,0,15.8,13.4,4.5,17.9,35,50,142
1423,Jamie Leweling,de GER,"FW,MF",Stuttgart,de Bundesliga,23-047,2001,28,11,1077,12.0,3,4,7,3,0,0,2,0,4.9,4.9,2.9,7.9,50,22,126
1424,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,19-144,2004,13,7,698,7.8,2,0,2,2,0,0,1,0,0.6,0.6,1.0,1.6,15,27,35
1425,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23-051,2001,25,12,1209,13.4,2,1,3,2,0,0,0,0,4.3,4.3,1.7,6.0,41,29,108
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1426,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,27-277,1996,15,14,1265,14.1,1,0,1,1,0,0,3,0,1.1,1.1,1.1,2.2,14,53,3
1427,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,24-245,1999,18,13,1179,13.1,2,0,2,2,0,0,5,0,1.7,1.7,0.1,1.8,15,81,6
1428,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,29-271,1994,19,14,1328,14.8,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.1,17,40,17
1429,Jesper Lindstrøm,dk DEN,"FW,MF",Napoli,it Serie A,24-044,2000,20,1,345,3.8,0,0,0,0,0,0,2,0,0.6,0.6,0.9,1.6,14,14,28
1430,Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,de Bundesliga,24-044,2000,1,1,83,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,9
1431,Karol Linetty,pl POL,MF,Torino,it Serie A,29-071,1995,22,15,1406,15.6,0,0,0,0,0,0,8,0,0.2,0.2,0.5,0.7,24,74,15
1432,Samuel Lino,br BRA,"DF,MF",Atlético Madrid,es La Liga,24-112,1999,26,18,1547,17.2,3,2,5,3,0,0,1,0,3.0,3.0,3.7,6.7,104,67,167
1433,Luca Lipani,it ITA,MF,Sassuolo,it Serie A,18-331,2005,4,3,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,0
1434,Pol Lirola,es ESP,"DF,MF",Frosinone,it Serie A,26-244,1997,18,11,952,10.6,2,1,3,2,0,0,1,0,1.2,1.2,0.8,2.0,19,43,48
1435,Marcin Listkowski,pl POL,FW,Lecce,it Serie A,26-063,1998,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
1436,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,21-153,2002,22,9,1031,11.5,1,0,1,1,0,0,1,0,0.3,0.3,0.4,0.7,33,36,55
1437,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,26-188,1997,24,22,1868,20.8,0,2,2,0,0,0,6,0,1.8,1.8,2.6,4.4,34,73,66
1438,Javier Llabrés,es ESP,"MF,FW",Mallorca,es La Liga,21-215,2002,14,0,173,1.9,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,5,1,20
1439,Diego Llorente,es ESP,DF,Roma,it Serie A,30-241,1993,25,23,1900,21.1,1,1,2,1,0,0,4,0,0.2,0.2,0.5,0.7,16,59,3
1440,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,29-074,1995,30,23,2015,22.4,6,3,9,6,0,0,4,0,3.1,3.1,4.4,7.5,57,85,138
1441,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,28-270,1995,27,27,2418,26.9,2,0,2,2,0,0,2,0,2.0,2.0,0.2,2.1,12,103,5
1442,Abou Lô,sn SEN,"DF,MF",Metz,fr Ligue 1,24-102,2000,4,2,163,1.8,0,0,0,0,0,0,0,1,0.1,0.1,0.3,0.5,0,4,1
1443,Giovani Lo Celso,ar ARG,MF,Tottenham,eng Premier League,28-004,1996,16,4,463,5.1,2,2,4,2,0,0,2,0,0.5,0.5,1.7,2.2,22,55,24
1444,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,29-140,1994,31,31,2652,29.5,0,1,1,0,0,0,4,0,0.3,0.3,1.2,1.5,23,142,30
1445,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,26-096,1998,30,28,2485,27.6,1,3,4,1,0,0,6,0,0.8,0.8,1.0,1.8,15,180,21
1446,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,21-343,2002,28,28,2510,27.9,0,2,2,0,0,0,3,0,0.2,0.2,1.3,1.6,68,107,119
1447,Tom Lockyer,wls WAL,DF,Luton Town,eng Premier League,29-132,1994,14,14,1169,13.0,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,6,37,2
1448,Renan Lodi,br BRA,DF,Marseille,fr Ligue 1,26-005,1998,14,14,1235,13.7,0,0,0,0,0,0,6,0,0.3,0.3,1.3,1.6,25,51,77
1449,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,28-081,1996,26,23,1867,20.7,6,1,7,6,0,0,5,0,3.3,3.3,2.2,5.5,63,70,105
1450,Andy Logbo,fr FRA,FW,Le Havre,fr Ligue 1,19-343,2004,10,2,248,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,1,2,7
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1451,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,23-138,2000,29,15,1490,16.6,0,0,0,0,0,0,2,0,0.5,0.5,0.7,1.2,20,82,62
1452,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,26-166,1997,28,23,2169,24.1,4,2,6,4,0,0,6,0,4.4,4.4,1.8,6.2,15,113,90
1453,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,26-176,1997,24,17,1432,15.9,8,4,12,8,0,0,4,0,6.7,6.7,3.0,9.7,49,78,165
1454,Noah Loosli,ch SUI,DF,Bochum,de Bundesliga,27-081,1997,10,2,346,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,3
1455,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,33-195,1990,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,0,0
1456,David López,es ESP,"DF,MF",Girona,es La Liga,34-187,1989,18,18,1428,15.9,2,0,2,2,0,0,3,0,1.4,1.4,0.2,1.6,12,37,1
1457,Diego López,es ESP,"FW,MF",Valencia,es La Liga,21-336,2002,28,22,1986,22.1,3,5,8,3,0,0,2,0,2.6,2.6,3.8,6.4,62,54,146
1458,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,20-338,2003,23,8,936,10.4,3,0,3,3,0,0,2,0,4.5,4.5,0.5,5.0,24,48,54
1459,Javi López,es ESP,DF,Alavés,es La Liga,22-103,2002,26,19,1871,20.8,0,3,3,0,0,0,2,0,0.5,0.5,3.0,3.5,50,75,99
1460,Maxime Lopez,fr FRA,MF,Fiorentina,it Serie A,26-131,1997,14,4,557,6.2,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,11,37,7
1461,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,26-131,1997,2,2,140,1.6,0,0,0,0,0,0,0,1,0.0,0.0,0.2,0.2,2,18,4
1462,Pau López,es ESP,GK,Marseille,fr Ligue 1,29-122,1994,27,27,2399,26.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
1463,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28-166,1995,27,22,1690,18.8,1,2,3,1,0,0,6,0,0.9,0.9,2.2,3.1,20,81,43
1464,Dion Lopy,sn SEN,MF,Almería,es La Liga,22-071,2002,27,20,1731,19.2,0,0,0,0,0,0,5,0,1.0,1.0,1.1,2.2,23,85,18
1465,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38-034,1986,26,26,2193,24.4,1,2,3,1,0,0,8,0,2.0,2.0,1.0,3.0,8,84,36
1466,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,25-197,1998,24,19,1612,17.9,0,0,0,0,0,0,4,0,0.7,0.7,1.1,1.7,32,49,38
1467,Tom Louchet,fr FRA,"MF,FW",Nice,fr Ligue 1,20-345,2003,12,2,319,3.5,1,0,1,1,0,0,1,0,1.0,1.0,0.4,1.4,3,15,32
1468,Imran Louza,ma MAR,MF,Lorient,fr Ligue 1,24-348,1999,8,5,438,4.9,1,3,4,1,0,0,1,0,0.5,0.5,1.6,2.1,11,40,16
1469,Matteo Lovato,it ITA,DF,Torino,it Serie A,24-059,2000,8,4,329,3.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0
1470,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,24-059,2000,13,11,947,10.5,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,1,29,1
1471,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,34-283,1989,10,8,718,8.0,0,0,0,0,0,0,2,1,0.4,0.4,0.0,0.5,5,20,1
1472,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26-016,1998,29,21,1987,22.1,1,3,4,1,0,0,1,1,3.5,3.5,3.3,6.8,52,80,80
1473,Max Lowe,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,26-338,1997,8,3,399,4.4,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,4,9,7
1474,Anthony Lozano,hn HON,"MF,FW",Getafe,es La Liga,30-354,1993,6,0,92,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,0,1,6
1475,Anthony Lozano,hn HON,FW,Almería,es La Liga,30-354,1993,6,5,371,4.1,0,0,0,0,0,0,1,0,1.0,1.0,0.0,1.0,5,6,14
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1476,Lucas,br BRA,DF,Cádiz,es La Liga,23-020,2001,22,12,1272,14.1,1,0,1,1,0,0,5,0,0.7,0.7,1.2,1.9,25,39,47
1477,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23-216,2000,30,23,2047,22.7,7,3,10,7,0,0,5,0,6.8,6.8,1.3,8.1,7,14,90
1478,Jhon Lucumí,co COL,DF,Bologna,it Serie A,25-292,1998,22,16,1587,17.6,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,22,70,3
1479,José Luis Gayà,es ESP,DF,Valencia,es La Liga,28-324,1995,22,22,1749,19.4,1,2,3,1,0,0,2,0,0.5,0.5,2.6,3.1,38,72,94
1480,José Luis Morales,es ESP,"FW,MF",Villarreal,es La Liga,36-265,1987,23,8,919,10.2,6,0,6,6,0,0,0,0,4.7,4.7,0.6,5.2,23,16,64
1481,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,34-099,1990,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0
1482,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,25-340,1998,31,31,2660,29.6,9,5,14,5,4,4,10,0,6.8,3.7,4.8,8.5,57,162,47
1483,Romelu Lukaku,be BEL,FW,Roma,it Serie A,30-336,1993,28,26,2324,25.8,10,3,13,10,0,1,4,1,8.4,7.6,2.1,9.7,33,34,201
1484,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21-118,2002,26,18,1651,18.3,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,18,88,7
1485,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26-202,1997,15,9,792,8.8,3,1,4,3,0,0,0,0,3.0,3.0,0.6,3.6,32,23,92
1486,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,27-244,1996,20,10,845,9.4,1,0,1,1,0,0,3,0,1.4,1.4,0.3,1.8,6,31,22
1487,Karlo Lulić,hr CRO,MF,Frosinone,it Serie A,27-339,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0
1488,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25-062,1999,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
1489,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,27-220,1996,31,31,2790,31.0,1,1,2,1,0,0,3,0,1.3,1.3,1.0,2.3,10,88,12
1490,Mateus Lusuardi,br BRA,DF,Frosinone,it Serie A,20-096,2004,3,3,218,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,12,0
1491,Andreas Luthe,de GER,GK,Bochum,de Bundesliga,37-034,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1492,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22-035,2002,24,14,1500,16.7,4,4,8,4,0,0,4,0,2.7,2.7,2.6,5.3,69,18,144
1493,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30-174,1993,20,9,811,9.0,2,1,3,2,0,0,2,0,1.2,1.2,1.4,2.7,30,31,35
1494,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25-054,1999,26,14,1303,14.5,0,3,3,0,0,0,5,0,0.2,0.2,1.6,1.8,8,41,20
1495,Joshua M'Bahia,ci CIV,DF,Clermont Foot,fr Ligue 1,18-360,2005,1,0,14,0.2,0,0,0,0,0,0,1,0,,,,,,,
1496,Ian Maatsen,nl NED,"FW,MF",Chelsea,eng Premier League,22-034,2002,12,1,209,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,9,8,15
1497,Ian Maatsen,nl NED,DF,Dortmund,de Bundesliga,22-034,2002,12,12,1039,11.5,1,2,3,1,0,0,3,0,0.8,0.8,1.4,2.3,38,70,40
1498,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25-111,1998,26,25,2079,23.1,4,5,9,3,1,1,6,1,2.6,1.8,2.7,4.4,30,168,29
1499,Deiver Machado,co COL,DF,Lens,fr Ligue 1,30-224,1993,14,8,704,7.8,3,0,3,3,0,0,3,0,0.6,0.6,1.1,1.7,16,19,65
1500,Darwin Machís,ve VEN,MF,Cádiz,es La Liga,31-066,1993,19,10,759,8.4,4,0,4,3,1,1,0,1,1.4,0.6,0.6,1.2,20,15,53
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1501,James Maddison,eng ENG,MF,Tottenham,eng Premier League,27-142,1996,21,21,1671,18.6,4,7,11,4,0,0,3,0,4.6,4.6,4.2,8.8,52,180,118
1502,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22-034,2002,15,5,461,5.1,3,0,3,2,1,1,1,0,1.4,0.7,0.6,1.3,40,21,71
1503,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,26-276,1997,17,13,1122,12.5,0,2,2,0,0,0,3,1,0.6,0.6,0.6,1.2,32,30,48
1504,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26-116,1997,29,27,2446,27.2,4,0,4,4,0,0,3,0,4.0,4.0,0.7,4.6,13,100,8
1505,Soungoutou Magassa,fr FRA,DF,Monaco,fr Ligue 1,20-188,2003,18,14,1246,13.8,0,0,0,0,0,0,6,0,0.6,0.6,0.1,0.8,7,80,9
1506,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,26-032,1998,25,19,1674,18.6,3,2,5,3,0,0,9,1,1.9,1.9,1.1,3.0,7,61,23
1507,Matej Maglica,hr CRO,DF,Darmstadt 98,de Bundesliga,25-201,1998,20,15,1215,13.5,1,0,1,1,0,0,6,2,0.5,0.5,0.5,1.0,9,49,4
1508,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28-192,1995,26,22,1980,22.0,0,0,0,0,0,0,5,0,0.4,0.4,0.2,0.6,14,72,10
1509,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,25-319,1998,27,24,1814,20.2,2,0,2,2,0,0,4,0,1.8,1.8,1.6,3.3,30,80,51
1510,Yohann Magnin,fr FRA,MF,Clermont Foot,fr Ligue 1,26-297,1997,25,11,1160,12.9,1,0,1,1,0,0,0,0,1.5,1.5,0.6,2.2,11,44,29
1511,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24-222,1999,25,14,1374,15.3,4,2,6,4,0,0,5,0,2.5,2.5,1.6,4.1,30,32,116
1512,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31-039,1993,19,15,1383,15.4,1,2,3,1,0,0,4,0,1.9,1.9,1.2,3.2,13,59,2
1513,Jon Magunacelaya,es ESP,"FW,MF",Real Sociedad,es La Liga,23-275,2000,5,1,121,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,2,2,10
1514,Adel Mahamoud,km COM,FW,Nantes,fr Ligue 1,21-069,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1
1515,Arne Maier,de GER,MF,Augsburg,de Bundesliga,25-096,1999,17,6,622,6.9,2,2,4,2,0,0,0,0,1.1,1.1,0.8,2.0,10,44,47
1516,Habib Maïga,ci CIV,"MF,FW",Metz,fr Ligue 1,28-103,1996,7,1,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,1
1517,Mike Maignan,fr FRA,GK,Milan,it Serie A,28-285,1995,28,28,2519,28.0,0,1,1,0,0,0,1,1,0.0,0.0,0.3,0.3,0,0,0
1518,Linton Maina,de GER,"FW,MF",Köln,de Bundesliga,24-295,1999,25,18,1533,17.0,1,2,3,1,0,0,2,0,1.6,1.6,2.2,3.8,84,42,122
1519,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29-159,1994,28,28,2520,28.0,2,0,2,2,0,0,1,0,2.8,2.8,0.0,2.8,26,105,5
1520,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,18-360,2005,17,17,1358,15.1,2,0,2,2,0,0,3,0,0.3,0.3,0.5,0.7,13,39,19
1521,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,26-228,1997,17,13,1100,12.2,0,2,2,0,0,0,1,1,1.9,1.9,1.1,3.0,22,62,63
1522,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,24-149,1999,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
1523,Lovro Majer,hr CRO,MF,Rennes,fr Ligue 1,26-087,1998,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,0,1
1524,Lovro Majer,hr CRO,"MF,FW",Wolfsburg,de Bundesliga,26-087,1998,28,22,1801,20.0,5,4,9,3,2,2,3,0,5.2,3.6,2.7,6.3,49,101,125
1525,Jean-Victor Makengo,fr FRA,"MF,FW",Lorient,fr Ligue 1,25-306,1998,10,5,478,5.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,11,28,17
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1526,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22-254,2001,14,9,816,9.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,24,39,31
1527,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,25-270,1998,29,29,2432,27.0,1,0,1,1,0,0,5,2,0.7,0.7,0.8,1.5,33,124,49
1528,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,29-078,1995,29,29,2557,28.4,4,0,4,4,0,0,3,0,4.4,4.4,0.7,5.1,17,56,27
1529,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,22-318,2001,9,5,511,5.7,1,0,1,1,0,0,1,0,1.0,1.0,0.2,1.2,8,25,7
1530,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,22-185,2001,8,2,272,3.0,3,1,4,3,0,0,0,0,1.2,1.2,1.0,2.2,9,8,16
1531,Daniel Maldini,it ITA,"FW,MF",Empoli,it Serie A,22-185,2001,7,3,263,2.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,7,10,10
1532,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25-235,1998,27,25,2131,23.7,0,1,1,0,0,0,10,0,1.4,1.4,2.0,3.4,15,101,56
1533,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25-095,1999,23,19,1607,17.9,11,1,12,11,0,0,5,0,7.2,7.2,2.9,10.1,66,52,143
1534,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,30-345,1993,26,17,1472,16.4,3,1,4,3,0,0,7,0,0.9,0.9,0.5,1.3,23,76,30
1535,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24-188,1999,25,24,2026,22.5,1,1,2,1,0,0,1,0,0.8,0.8,1.0,1.8,3,60,16
1536,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,18-135,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
