,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 37_level_0
,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1724,1659,Pablo Marí,es ESP,DF,Monza,it Serie A,28,1993,30,28,2487,27.6,1,0,1,1,0,0,4,0,0.6,0.6,0.3,1.0,6,57,3,0.04,0.00,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04,Matches
1725,1660,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,27,1995,28,26,2423,26.9,2,1,3,2,0,0,9,0,2.0,2.0,0.6,2.6,9,63,3,0.07,0.04,0.11,0.07,0.11,0.07,0.02,0.10,0.07,0.10,Matches
1726,1661,Mariano,do DOM,FW,Real Madrid,es La Liga,28,1993,9,1,157,1.7,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.0,3,2,12,0.00,0.00,0.00,0.00,0.00,0.32,0.25,0.57,0.32,0.57,Matches
1727,1662,Pablo Marín,es ESP,"MF,FW",Real Sociedad,es La Liga,19,2003,10,3,360,4.0,0,0,0,0,0,0,1,0,1.2,1.2,0.8,2.1,9,15,24,0.00,0.00,0.00,0.00,0.00,0.31,0.20,0.51,0.31,0.51,Matches
1728,1663,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,26,1996,33,28,2538,28.2,2,4,6,2,0,0,7,0,1.4,1.4,4.2,5.5,35,118,27,0.07,0.14,0.21,0.07,0.21,0.05,0.15,0.20,0.05,0.20,Matches
1729,1664,Diego Mariño,es ESP,GK,Almería,es La Liga,32,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1730,1665,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,28,1994,26,25,2157,24.0,3,0,3,3,0,0,6,1,1.6,1.6,0.1,1.7,6,68,0,0.13,0.00,0.13,0.13,0.13,0.06,0.01,0.07,0.06,0.07,Matches
1731,1666,Marlon,br BRA,DF,Monza,it Serie A,26,1995,28,18,1592,17.7,0,0,0,0,0,0,7,1,0.3,0.2,0.3,0.6,19,63,12,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
1732,1667,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,23,1999,33,15,1476,16.4,5,1,6,5,0,0,2,0,6.1,6.1,1.2,7.3,36,51,160,0.30,0.06,0.37,0.30,0.37,0.37,0.07,0.44,0.37,0.44,Matches
1733,1668,Marquinhos,br BRA,MF,Arsenal,eng Premier League,19,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1734,1669,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,28,1994,33,30,2717,30.2,2,0,2,2,0,0,4,0,2.1,2.1,0.5,2.6,4,99,15,0.07,0.00,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09,Matches
1735,1670,Luca Marrone,it ITA,DF,Monza,it Serie A,32,1990,2,2,135,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
1736,1671,Eric Martel,de GER,MF,Köln,de Bundesliga,20,2002,29,23,2019,22.4,1,1,2,1,0,0,6,0,1.7,1.7,0.8,2.5,17,72,46,0.04,0.04,0.09,0.04,0.09,0.08,0.04,0.11,0.08,0.11,Matches
1737,1672,Roger Martí,es ESP,FW,Elche,es La Liga,31,1991,12,8,655,7.3,0,1,1,0,0,0,2,0,0.6,0.6,0.7,1.2,8,7,50,0.00,0.14,0.14,0.00,0.14,0.08,0.09,0.17,0.08,0.17,Matches
1738,1673,Roger Martí,es ESP,FW,Cádiz,es La Liga,31,1991,14,8,639,7.1,1,0,1,1,0,0,1,0,2.5,2.5,0.5,2.9,7,5,34,0.14,0.00,0.14,0.14,0.14,0.35,0.06,0.41,0.35,0.41,Matches
1739,1674,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,26,1995,21,11,978,10.9,6,2,8,5,1,1,0,0,6.2,5.5,1.4,6.9,18,35,87,0.55,0.18,0.74,0.46,0.64,0.58,0.13,0.70,0.50,0.63,Matches
1740,1675,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,25,1997,28,20,1847,20.5,5,3,8,5,0,1,3,0,2.2,1.4,2.8,4.2,25,86,61,0.24,0.15,0.39,0.24,0.39,0.11,0.14,0.24,0.07,0.20,Matches
1741,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1742,1676,Ander Martin,es ESP,"MF,FW",Real Sociedad,es La Liga,21,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26,Matches
1743,1677,Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,es La Liga,23,1999,9,3,205,2.3,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,3,4,22,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.43,0.21,0.43,Matches
1744,1678,Carlos Martín,es ESP,"FW,MF",Atlético Madrid,es La Liga,20,2002,4,0,28,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,3,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
1745,1679,Iván Martín,es ESP,MF,Girona,es La Liga,23,1999,24,18,1586,17.6,3,3,6,3,0,0,2,0,2.4,2.4,2.2,4.7,30,56,82,0.17,0.17,0.34,0.17,0.34,0.14,0.13,0.27,0.14,0.27,Matches
1746,1680,Jonas Martin,fr FRA,MF,Lille,fr Ligue 1,32,1990,12,2,277,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
1747,1681,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,21,2001,36,34,2789,31.0,15,5,20,15,0,0,3,0,9.3,9.3,9.1,18.4,124,94,350,0.48,0.16,0.65,0.48,0.65,0.30,0.29,0.59,0.30,0.59,Matches
1748,1682,Arnau Martinez,es ESP,DF,Girona,es La Liga,19,2003,33,32,2732,30.4,3,4,7,3,0,0,11,0,1.9,1.9,4.3,6.3,64,113,98,0.10,0.13,0.23,0.10,0.23,0.06,0.14,0.21,0.06,0.21,Matches
1749,1683,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,29,1992,36,36,3139,34.9,0,0,0,0,0,0,7,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1750,1684,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,31,1991,15,15,1338,14.9,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,11,60,4,0.07,0.00,0.07,0.07,0.07,0.06,0.02,0.08,0.06,0.08,Matches
1751,1685,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,24,1997,38,27,2576,28.6,21,6,27,20,1,2,3,0,18.1,16.5,5.4,21.9,49,83,172,0.73,0.21,0.94,0.70,0.91,0.63,0.19,0.82,0.58,0.76,Matches
1752,1686,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,24,1998,27,24,2114,23.5,1,0,1,1,0,0,6,0,0.5,0.5,0.3,0.8,12,83,2,0.04,0.00,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches
1753,1687,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,26,1996,27,25,2171,24.1,1,1,2,1,0,0,6,0,2.5,2.5,0.6,3.1,19,119,6,0.04,0.04,0.08,0.04,0.08,0.10,0.02,0.13,0.10,0.13,Matches
1754,1688,Roger Martínez,es ESP,DF,Espanyol,es La Liga,18,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.34,0.34,0.34,Matches
1755,1689,Gelson Martins,pt POR,"MF,FW",Monaco,fr Ligue 1,27,1995,11,3,345,3.8,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,15,14,47,0.00,0.00,0.00,0.00,0.00,0.20,0.08,0.28,0.20,0.28,Matches
1756,1690,Adam Marušić,me MNE,DF,Lazio,it Serie A,29,1992,33,31,2760,30.7,0,2,2,0,0,0,8,1,0.7,0.7,1.1,1.8,38,116,43,0.00,0.07,0.07,0.00,0.07,0.02,0.03,0.06,0.02,0.06,Matches
1757,1691,Omar Mascarell,es ESP,"MF,DF",Elche,es La Liga,29,1993,28,28,2447,27.2,0,1,1,0,0,0,6,0,0.4,0.4,1.1,1.5,27,116,6,0.00,0.04,0.04,0.00,0.04,0.02,0.04,0.05,0.02,0.05,Matches
1758,1692,Adam Masina,ma MAR,DF,Udinese,it Serie A,28,1994,14,8,789,8.8,2,0,2,2,0,0,2,0,0.1,0.1,0.2,0.3,4,24,6,0.23,0.00,0.23,0.23,0.23,0.01,0.02,0.03,0.01,0.03,Matches
1759,1693,Jordi Masip,es ESP,GK,Valladolid,es La Liga,33,1989,28,28,2507,27.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1760,1694,Erhan Mašović,rs SRB,"DF,MF",Bochum,de Bundesliga,23,1998,29,23,2178,24.2,4,0,4,4,0,0,3,0,2.6,2.6,1.0,3.6,4,60,5,0.17,0.00,0.17,0.17,0.17,0.11,0.04,0.15,0.11,0.15,Matches
1761,1695,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,21,2001,14,13,1116,12.4,0,0,0,0,0,0,3,0,1.4,1.4,0.6,2.0,21,48,29,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.16,0.11,0.16,Matches
1762,1696,Yanis Massolin,fr FRA,MF,Clermont Foot,fr Ligue 1,19,2002,6,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
1763,1697,Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,33,1988,18,5,437,4.9,1,1,2,1,0,0,5,0,1.9,1.9,1.3,3.2,2,10,33,0.21,0.21,0.41,0.21,0.41,0.40,0.27,0.66,0.40,0.66,Matches
1764,1698,Pape Matar Sarr,sn SEN,"MF,FW",Tottenham,eng Premier League,19,2002,11,2,218,2.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,1,13,0,0.00,0.41,0.41,0.00,0.41,0.03,0.14,0.17,0.03,0.17,Matches
1765,1699,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,20,2002,23,13,1175,13.1,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,5,60,10,0.08,0.00,0.08,0.08,0.08,0.02,0.01,0.03,0.02,0.03,Matches
1766,1700,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,25,1997,29,6,770,8.6,2,0,2,2,0,0,3,0,3.4,3.4,0.6,4.0,9,6,43,0.23,0.00,0.23,0.23,0.23,0.39,0.07,0.47,0.39,0.47,Matches
1767,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1768,1701,Nemanja Matić,rs SRB,MF,Roma,it Serie A,33,1988,35,16,1852,20.6,2,2,4,2,0,0,5,0,1.0,1.0,2.6,3.6,50,134,17,0.10,0.10,0.19,0.10,0.19,0.05,0.13,0.17,0.05,0.17,Matches
1769,1702,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,30,1991,14,12,1092,12.1,1,0,1,1,0,0,3,0,0.7,0.7,0.3,1.0,28,59,2,0.08,0.00,0.08,0.08,0.08,0.06,0.02,0.08,0.06,0.08,Matches
1770,1703,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,22,2000,22,22,1863,20.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,21,51,10,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
1771,1704,Chrislain Matsima,fr FRA,"DF,MF",Lorient,fr Ligue 1,20,2002,6,2,227,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1772,1705,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,20,2002,8,5,446,5.0,0,1,1,0,0,0,0,0,0.7,0.7,0.4,1.0,2,23,9,0.00,0.20,0.20,0.00,0.20,0.14,0.07,0.21,0.14,0.21,Matches
1773,1706,Jean Mattéo Bahoya,fr FRA,"FW,MF",Angers,fr Ligue 1,17,2005,10,2,270,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,9,3,20,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.29,0.17,0.29,Matches
1774,1707,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,24,1998,30,29,2484,27.6,0,0,0,0,0,0,4,0,0.4,0.4,1.2,1.7,15,213,18,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
1775,1708,Neal Maupay,fr FRA,FW,Everton,eng Premier League,25,1996,27,11,1118,12.4,1,0,1,1,0,0,4,0,4.8,4.8,0.6,5.4,8,11,61,0.08,0.00,0.08,0.08,0.08,0.39,0.05,0.43,0.39,0.43,Matches
1776,1709,Aïman Maurer,ma MAR,MF,Clermont Foot,fr Ligue 1,17,2004,10,6,501,5.6,0,1,1,0,0,0,0,0,1.2,1.2,1.5,2.7,21,9,40,0.00,0.18,0.18,0.00,0.18,0.22,0.26,0.48,0.22,0.48,Matches
1777,1710,Stephy Mavididi,eng ENG,FW,Montpellier,fr Ligue 1,24,1998,26,14,1288,14.3,4,2,6,4,0,0,1,1,4.3,4.3,1.4,5.7,34,22,91,0.28,0.14,0.42,0.28,0.42,0.30,0.10,0.40,0.30,0.40,Matches
1778,1711,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,24,1997,28,26,2286,25.4,2,1,3,2,0,0,9,1,4.0,4.0,1.1,5.2,34,120,13,0.08,0.04,0.12,0.08,0.12,0.16,0.05,0.20,0.16,0.20,Matches
1779,1712,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,17,2005,2,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1780,1713,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,28,1993,10,8,694,7.7,0,1,1,0,0,0,1,0,0.7,0.7,1.6,2.3,14,34,52,0.00,0.13,0.13,0.00,0.13,0.09,0.21,0.30,0.09,0.30,Matches
1781,1714,Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,de Bundesliga,33,1989,19,14,1112,12.4,10,2,12,10,0,1,0,0,6.1,5.3,1.9,7.3,11,43,77,0.81,0.16,0.97,0.81,0.97,0.49,0.16,0.65,0.43,0.59,Matches
1782,1715,Luís Maximiano,pt POR,GK,Lazio,it Serie A,23,1999,1,1,5,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1783,1716,Keke Maximilian Topp,de GER,FW,Schalke 04,de Bundesliga,18,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches
1784,1717,Fernand Mayembo,cg CGO,DF,Ajaccio,fr Ligue 1,26,1996,11,8,707,7.9,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.2,2,11,1,0.00,0.00,0.00,0.00,0.00,0.15,0.01,0.16,0.15,0.16,Matches
1785,1718,Borja Mayoral,es ESP,FW,Getafe,es La Liga,25,1997,35,33,2759,30.7,8,2,10,8,0,2,4,0,7.9,6.3,2.7,9.0,58,64,166,0.26,0.07,0.33,0.26,0.33,0.26,0.09,0.35,0.20,0.29,Matches
1786,1719,Ibrahim Maza,de GER,"MF,FW",Hertha BSC,de Bundesliga,16,2005,2,0,71,0.8,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,2,0,1,1.27,0.00,1.27,1.27,1.27,1.03,0.00,1.03,1.03,1.03,Matches
1787,1720,Derek Mazou-Sacko,fr FRA,MF,Troyes,fr Ligue 1,17,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1788,1721,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,24,1997,19,11,1075,11.9,1,4,5,1,0,0,0,0,1.1,1.1,1.9,3.0,39,99,81,0.08,0.33,0.42,0.08,0.42,0.09,0.16,0.25,0.09,0.25,Matches
1789,1722,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,27,1995,27,23,1958,21.8,2,3,5,2,0,0,2,0,1.3,1.3,2.6,3.9,70,60,102,0.09,0.14,0.23,0.09,0.23,0.06,0.12,0.18,0.06,0.18,Matches
1790,1723,Kevin Mbabu,ch SUI,"DF,FW",Fulham,eng Premier League,27,1995,6,1,144,1.6,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,4,8,11,0.00,0.62,0.62,0.00,0.62,0.00,0.25,0.25,0.00,0.25,Matches
1791,1724,Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1792,1725,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,23,1998,34,32,2818,31.3,29,5,34,26,3,5,6,0,26.3,22.2,7.4,29.5,165,128,468,0.93,0.16,1.09,0.83,0.99,0.84,0.23,1.07,0.71,0.94,Matches
1793,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1794,1726,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,24,1998,14,7,760,8.4,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,2,13,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
1795,1727,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,27,1994,36,32,2849,31.7,5,0,5,5,0,0,2,0,3.1,3.1,0.5,3.5,47,183,49,0.16,0.00,0.16,0.16,0.16,0.10,0.01,0.11,0.10,0.11,Matches
1796,1728,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,22,1999,38,36,2906,32.3,9,8,17,8,1,1,5,0,9.8,9.0,7.6,16.5,66,88,235,0.28,0.25,0.53,0.25,0.50,0.30,0.23,0.54,0.28,0.51,Matches
1797,1729,Jason Mbock,fr FRA,"MF,FW",Angers,fr Ligue 1,22,1999,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,1.10,1.10,0.00,1.10,Matches
1798,1730,Jean-Manuel Mbom,de GER,MF,Werder Bremen,de Bundesliga,22,2000,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1799,1731,Nathanael Mbuku,fr FRA,"FW,MF",Reims,fr Ligue 1,20,2002,6,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,3,6,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
1800,1732,Nathanael Mbuku,fr FRA,"MF,FW",Augsburg,de Bundesliga,20,2002,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1801,1733,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,34,1987,4,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1802,1734,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,32,1989,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1803,1735,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,27,1994,34,30,2693,29.9,1,3,4,1,0,0,7,0,2.4,2.4,2.6,5.0,34,140,66,0.03,0.10,0.13,0.03,0.13,0.08,0.09,0.17,0.08,0.17,Matches
1804,1736,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,25,1996,20,19,1571,17.5,0,0,0,0,0,0,4,0,0.1,0.1,1.0,1.1,5,35,2,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
1805,1737,Weston McKennie,us USA,MF,Leeds United,eng Premier League,23,1998,19,16,1437,16.0,0,1,1,0,0,0,7,0,0.8,0.8,0.7,1.4,14,82,33,0.00,0.06,0.06,0.00,0.06,0.05,0.04,0.09,0.05,0.09,Matches
1806,1738,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,23,1998,15,13,1052,11.7,1,1,2,1,0,0,0,0,0.9,0.9,0.7,1.6,19,39,54,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14,Matches
1807,1739,Dwight McNeil,eng ENG,"FW,MF",Everton,eng Premier League,22,1999,36,28,2498,27.8,7,3,10,7,0,0,5,0,3.5,3.5,6.1,9.6,76,69,128,0.25,0.11,0.36,0.25,0.36,0.13,0.22,0.35,0.13,0.35,Matches
1808,1740,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,25,1996,24,10,1160,12.9,1,0,1,1,0,0,8,0,1.9,1.9,0.6,2.5,20,33,19,0.08,0.00,0.08,0.08,0.08,0.15,0.04,0.19,0.15,0.19,Matches
1809,1741,Gary Medel,cl CHI,"MF,DF",Bologna,it Serie A,34,1987,29,17,1478,16.4,0,1,1,0,0,0,5,0,0.1,0.1,0.4,0.5,1,58,5,0.00,0.06,0.06,0.00,0.06,0.00,0.02,0.03,0.00,0.03,Matches
1810,1742,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,23,1999,32,32,2779,30.9,2,4,6,2,0,0,7,0,2.6,2.6,1.8,4.3,81,238,30,0.06,0.13,0.19,0.06,0.19,0.08,0.06,0.14,0.08,0.14,Matches
1811,1743,Fernando Medrano,es ESP,DF,Celta Vigo,es La Liga,22,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1812,1744,Ben Mee,eng ENG,DF,Brentford,eng Premier League,32,1989,37,37,3269,36.3,3,1,4,3,0,0,2,0,3.2,3.2,1.3,4.5,8,84,14,0.08,0.03,0.11,0.08,0.11,0.09,0.04,0.12,0.09,0.12,Matches
1813,1745,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,20,2001,17,16,1503,16.7,1,0,1,1,0,0,5,0,0.7,0.7,0.1,0.8,10,32,1,0.06,0.00,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Matches
1814,1746,Soualiho Meïté,fr FRA,MF,Cremonese,it Serie A,28,1994,31,28,2366,26.3,0,2,2,0,0,0,5,0,0.5,0.5,0.7,1.2,26,82,22,0.00,0.08,0.08,0.00,0.08,0.02,0.03,0.04,0.02,0.04,Matches
1815,1747,Farid El Melali,dz ALG,"DF,FW",Angers,fr Ligue 1,25,1997,17,9,806,9.0,0,0,0,0,0,0,1,0,1.1,1.1,0.2,1.3,42,24,54,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14,Matches
1816,1748,Gonzalo Melero,es ESP,MF,Almería,es La Liga,28,1994,27,24,1855,20.6,4,3,7,3,1,1,5,0,3.0,2.3,1.8,4.0,31,97,37,0.19,0.15,0.34,0.15,0.29,0.15,0.08,0.23,0.11,0.19,Matches
1817,1749,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,27,1994,27,10,1209,13.4,0,1,1,0,0,0,3,1,0.0,0.0,0.9,0.9,37,91,74,0.00,0.07,0.07,0.00,0.07,0.00,0.07,0.07,0.00,0.07,Matches
1818,1750,Memphis,nl NED,FW,Atlético Madrid,es La Liga,28,1994,8,3,270,3.0,4,0,4,4,0,0,1,0,3.0,3.0,0.5,3.4,4,8,22,1.33,0.00,1.33,1.33,1.33,0.99,0.16,1.14,0.99,1.14,Matches
1819,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1820,1751,Memphis,nl NED,FW,Barcelona,es La Liga,28,1994,2,2,114,1.3,1,0,1,1,0,0,0,0,0.9,0.9,0.1,1.0,2,7,19,0.79,0.00,0.79,0.79,0.79,0.68,0.11,0.79,0.68,0.79,Matches
1821,1752,Houboulang Mendes,gw GNB,DF,Almería,es La Liga,24,1998,14,11,886,9.8,0,1,1,0,0,0,2,0,0.0,0.0,0.3,0.3,18,18,30,0.00,0.10,0.10,0.00,0.10,0.00,0.03,0.03,0.00,0.03,Matches
1822,1753,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,20,2002,23,18,1548,17.2,1,6,7,1,0,0,2,0,1.0,1.0,2.8,3.9,51,77,195,0.06,0.35,0.41,0.06,0.41,0.06,0.17,0.23,0.06,0.23,Matches
