Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1308,Joselu,es ESP,FW,Espanyol,es La Liga,32,1990,34,33,2990,33.2,16,2,18,11,5,5,2,0,14.5,10.5,2.4,13,23,66,147
1309,Mateo Joseph,eng ENG,"FW,MF",Leeds United,eng Premier League,18,2003,3,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2
1310,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,25,1996,22,12,1131,12.6,7,4,11,7,0,0,2,0,6.5,6.5,2.1,8.6,34,30,104
1311,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,de Bundesliga,32,1989,17,8,892,9.9,4,2,6,4,0,0,0,0,2.7,2.7,1.1,3.8,14,40,44
1312,Luka Jović,rs SRB,"FW,MF",Fiorentina,it Serie A,24,1997,31,16,1534,17,6,3,9,6,0,1,3,0,7.9,7.1,1.5,8.6,8,28,75
1313,Juanmi,es ESP,FW,Betis,es La Liga,29,1993,22,9,925,10.3,4,0,4,4,0,0,3,0,3.7,3.7,0.9,4.5,10,15,37
1314,Juanpe,es ESP,DF,Girona,es La Liga,31,1991,19,17,1426,15.8,1,0,1,1,0,0,3,0,0.5,0.5,0.3,0.8,8,38,3
1315,Jubal,br BRA,DF,Auxerre,fr Ligue 1,28,1993,37,35,3217,35.7,3,1,4,2,1,1,7,0,3.1,2.3,0.4,2.7,7,73,1
1316,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,29,1993,30,30,2695,29.9,0,2,2,0,0,0,5,0,2,2,1.1,3.1,2,52,6
1317,Anthony Jung,de GER,"DF,FW",Werder Bremen,de Bundesliga,30,1991,34,32,2617,29.1,2,5,7,2,0,0,2,0,1.3,1.3,1.6,2.9,28,73,109
1318,Eli Junior Kroupi,fr FRA,"FW,MF",Lorient,fr Ligue 1,16,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,Lago Junior,ci CIV,"FW,MF",Mallorca,es La Liga,31,1990,5,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
1320,Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,eng Premier League,22,2000,7,5,427,4.7,0,0,0,0,0,0,0,0,0.9,0.9,1.1,2.1,19,26,21
1321,Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,it Serie A,22,2000,11,6,591,6.6,0,3,3,0,0,0,1,0,1,1,1.8,2.7,14,26,36
1322,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,22,2000,33,32,2823,31.4,10,9,19,10,0,0,10,1,10.5,10.5,9.4,19.9,221,87,495
1323,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,26,1995,12,10,935,10.4,2,1,3,1,1,1,0,0,1.6,0.8,1.5,2.3,11,27,33
1324,James Justin,eng ENG,DF,Leicester City,eng Premier League,24,1998,14,14,1252,13.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,20,47,50
1325,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,20,2002,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,32,1990,18,11,1103,12.3,0,0,0,0,0,0,2,0,0.9,0.9,0.2,1.1,1,35,1
1327,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,22,2000,30,28,2388,26.5,2,2,4,2,0,0,12,2,1.3,1.3,1.3,2.6,23,76,13
1328,Issa Kaboré,bf BFA,DF,Marseille,fr Ligue 1,21,2001,22,9,1028,11.4,1,0,1,1,0,0,1,0,0.9,0.9,0.9,1.7,39,54,130
1329,Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,28,1994,4,1,78,0.9,0,0,0,0,0,0,0,1,0.1,0.1,0,0.1,1,3,12
1330,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,30,1992,26,17,1665,18.5,1,1,2,1,0,0,1,0,1.3,1.3,1.7,3.1,30,61,114
1331,Tino Kadewere,zw ZIM,"FW,MF",Mallorca,es La Liga,26,1996,15,5,542,6,1,0,1,1,0,0,1,0,1.6,1.6,0.6,2.2,14,4,29
1332,Kaiky,br BRA,DF,Almería,es La Liga,18,2004,13,7,581,6.5,0,0,0,0,0,0,5,0,0.1,0.1,0,0.1,7,11,2
1333,Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,29,1992,32,31,2344,26,6,10,16,3,3,3,6,1,6,3.6,8.7,12.3,64,159,147
1334,Gaël Kakuta,cd COD,FW,Lens,fr Ligue 1,31,1991,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1335,Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,25,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0,1
1336,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,25,1997,3,3,233,2.6,0,3,3,0,0,0,1,0,0.5,0.5,0.6,1.1,0,4,13
1337,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,20,2002,30,24,1849,20.5,7,3,10,7,0,0,0,0,7.5,7.5,2.4,9.9,36,32,193
1338,Yayah Kallon,sl SLE,"MF,FW",Hellas Verona,it Serie A,21,2001,22,8,860,9.6,1,1,2,1,0,0,1,0,1.7,1.7,1.5,3.2,33,22,64
1339,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,24,1997,29,28,2438,27.1,0,4,4,0,0,0,6,0,0.6,0.6,1.5,2.2,58,106,82
1340,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,22,2000,34,26,2548,28.3,1,0,1,1,0,0,4,0,1.5,1.5,1.2,2.8,52,138,43
1341,Justin-Noël Kalumba,fr FRA,DF,Angers,fr Ligue 1,17,2004,7,7,546,6.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,9,10,31
1342,Daichi Kamada,jp JPN,MF,Eint Frankfurt,de Bundesliga,25,1996,32,25,2265,25.2,9,6,15,6,3,3,3,0,9.9,7.5,3.4,10.9,47,160,105
1343,Waren Kamanzi,no NOR,DF,Toulouse,fr Ligue 1,21,2000,11,7,665,7.4,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.5,22,22,28
1344,Bingourou Kamara,sn SEN,GK,Montpellier,fr Ligue 1,25,1996,5,4,408,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1345,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,22,1999,24,21,1777,19.7,0,1,1,0,0,0,4,0,0.2,0.2,0.8,1,16,84,8
1346,Jakub Kamiński,pl POL,"FW,DF",Wolfsburg,de Bundesliga,20,2002,31,25,2058,22.9,4,2,6,4,0,0,0,0,5,4.8,3.7,8.5,47,78,171
1347,Marcin Kamiński,pl POL,DF,Schalke 04,de Bundesliga,30,1992,8,7,632,7,2,0,2,2,0,0,0,0,0.4,0.4,0.1,0.5,2,25,3
1348,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,31,1990,30,16,1372,15.2,2,2,4,2,0,0,8,0,1.1,1.1,1,2.2,23,80,15
1349,Nordine Kandil,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,2001,7,0,101,1.1,0,1,1,0,0,0,0,0,0.2,0.2,0.8,0.9,9,6,9
1350,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,29,1993,38,38,3405,37.8,30,3,33,25,5,6,6,0,21.5,16.7,7,23.7,60,180,193
1351,Lee Kang-in,kr KOR,"MF,FW",Mallorca,es La Liga,21,2001,36,33,2823,31.4,6,6,12,6,0,0,10,0,5.4,5.4,5.4,10.8,107,96,139
1352,Wilfried Kanga,ci CIV,FW,Hertha BSC,de Bundesliga,24,1998,23,15,1417,15.7,2,0,2,2,0,0,3,0,3.3,3.3,1.5,4.8,11,12,72
1353,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,31,1991,7,6,518,5.8,0,1,1,0,0,0,1,0,0.3,0.3,1.9,2.2,19,34,36
1354,Kenan Karaman,tr TUR,FW,Schalke 04,de Bundesliga,28,1994,21,10,976,10.8,1,2,3,1,0,0,2,0,2.5,2.5,1.4,3.8,23,18,55
1355,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,24,1998,21,7,716,8,4,0,4,4,0,0,2,0,3.3,3.3,0.7,4,27,12,74
1356,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,25,1996,29,22,1962,21.8,0,1,1,0,0,0,10,0,0.3,0.3,0.6,0.9,5,79,12
1357,Ayman Kari,fr FRA,"MF,DF",Lorient,fr Ligue 1,17,2004,5,0,96,1.1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.6,5,7,3
1358,Jon Karrikaburu,es ESP,FW,Real Sociedad,es La Liga,19,2002,6,0,93,1,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,2,4,2
1359,Rick Karsdorp,nl NED,DF,Roma,it Serie A,27,1995,13,8,711,7.9,0,0,0,0,0,0,0,0,0.3,0.3,1.2,1.5,16,24,33
1360,Denso Kasius,nl NED,DF,Bologna,it Serie A,19,2002,7,4,342,3.8,0,2,2,0,0,0,1,0,0.1,0.1,0.7,0.8,9,9,21
1361,Thomas Kastanaras,gr GRE,"FW,DF",Stuttgart,de Bundesliga,19,2003,4,1,72,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,1,2,6
1362,Grigoris Kastanos,cy CYP,"MF,DF",Salernitana,it Serie A,24,1998,28,13,1286,14.3,2,1,3,2,0,0,4,0,1.9,1.9,0.6,2.5,27,57,59
1363,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,23,1998,30,23,1992,22.1,5,2,7,4,1,1,4,0,6.5,5.7,1.9,7.6,71,40,165
1364,Moise Kean,it ITA,FW,Juventus,it Serie A,22,2000,28,11,995,11.1,6,0,6,6,0,0,5,1,6.3,6.3,1.1,7.4,30,13,76
1365,Michael Keane,eng ENG,DF,Everton,eng Premier League,29,1993,12,10,985,10.9,1,2,3,1,0,0,0,0,1.3,1.3,0.7,2.1,2,31,4
1366,Neeskens Kebano,cd COD,FW,Fulham,eng Premier League,30,1992,17,9,764,8.5,0,3,3,0,0,0,0,0,0.5,0.5,1.5,2,39,24,68
1367,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,18,2004,11,4,362,4,0,0,0,0,0,0,1,0,0,0,0.2,0.2,5,5,18
1368,Thilo Kehrer,de GER,DF,West Ham,eng Premier League,25,1996,27,25,2230,24.8,0,2,2,0,0,0,4,0,0.5,0.5,0.6,1.1,15,60,29
1369,Check Keita,fr FRA,DF,Reims,fr Ligue 1,19,2003,9,8,682,7.6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,8,19,0
1370,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,27,1995,8,3,293,3.3,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.4,5,15,21
1371,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,22,2000,22,8,682,7.6,0,2,2,0,0,0,4,0,0.2,0.2,0.1,0.3,12,26,16
1372,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,23,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,23,1998,23,23,2040,22.7,0,2,2,0,0,0,3,0,0.2,0.2,0.5,0.7,14,47,10
1374,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,27,1995,31,31,2709,30.1,1,0,1,1,0,0,5,0,1.5,1.5,1.1,2.7,11,81,1
1375,Kenedy,br BRA,"FW,DF",Valladolid,es La Liga,26,1996,12,2,275,3.1,0,1,1,0,0,0,3,0,0.5,0.5,0.6,1.1,4,4,21
1376,Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,25,1997,29,25,2244,24.9,0,1,1,0,0,0,3,0,0.3,0.3,2.1,2.4,30,98,59
1377,Franck Kessié,ci CIV,MF,Barcelona,es La Liga,25,1996,28,7,990,11,1,1,2,1,0,0,4,0,1.8,1.8,0.7,2.5,14,39,43
1378,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,27,1995,34,23,2027,22.5,7,3,10,7,0,0,4,0,5.1,5.1,3.8,8.9,23,72,88
1379,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,31,1991,27,20,1635,18.2,4,1,5,4,0,0,5,1,4.1,4.1,1.6,5.8,40,49,91
1380,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,28,1994,33,33,2882,32,2,0,2,2,0,0,8,0,1.7,1.7,0.7,2.3,14,69,26
1381,Anthony Khelifa,fr FRA,DF,Ajaccio,fr Ligue 1,16,2005,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1382,Kiké,es ESP,FW,Osasuna,es La Liga,32,1989,35,7,1021,11.3,2,0,2,1,1,1,5,0,4.4,3.6,1.1,4.7,16,15,58
1383,Luca Kilian,de GER,DF,Köln,de Bundesliga,22,1999,16,13,1123,12.5,1,0,1,1,0,0,5,2,1.1,1.1,0.2,1.3,14,53,4
1384,Max Kilman,eng ENG,DF,Wolves,eng Premier League,25,1997,37,37,3307,36.7,0,0,0,0,0,0,3,0,1.3,1.3,0.2,1.6,30,127,5
1385,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,27,1995,33,32,2809,31.2,5,6,11,4,1,1,6,1,2.2,1.4,7,8.4,42,315,56
1386,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,26,1995,11,9,730,8.1,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.8,4,40,4
1387,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,22,2000,7,5,427,4.7,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,0,6,6
1388,Jakub Kiwior,pl POL,DF,Spezia,it Serie A,22,2000,17,17,1443,16,0,0,0,0,0,0,3,0,0.6,0.6,0.2,0.8,13,37,6
1389,Simon Kjær,dk DEN,DF,Milan,it Serie A,33,1989,17,12,1007,11.2,0,0,0,0,0,0,4,0,0,0,0,0,3,45,1
1390,Pascal Klemens,de GER,DF,Hertha BSC,de Bundesliga,17,2005,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1391,Mateusz Klich,pl POL,"MF,FW",Leeds United,eng Premier League,32,1990,14,0,280,3.1,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,5,16,21
1392,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,26,1996,15,10,907,10.1,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,5,40,12
1393,Justin Kluivert,nl NED,"FW,MF",Valencia,es La Liga,23,1999,26,15,1447,16.1,6,0,6,5,1,1,4,0,6.6,5.9,2.4,8.2,58,33,126
1394,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,20,2002,24,14,1286,14.3,1,1,2,1,0,0,1,0,0.9,0.9,1.6,2.5,47,40,74
1395,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,30,1992,32,32,2873,31.9,2,3,5,1,1,2,4,0,2.4,0.8,0.8,1.6,12,98,6
1396,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,24,1997,27,27,2430,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,Robin Koch,de GER,DF,Leeds United,eng Premier League,26,1996,36,36,3175,35.3,0,0,0,0,0,0,7,0,1.5,1.5,0.4,1.9,11,114,11
1398,Samuel Koeberlé,fr FRA,MF,Reims,fr Ligue 1,17,2004,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1399,Rudy Kohon,fr FRA,DF,Troyes,fr Ligue 1,18,2004,1,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1400,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,28,1994,30,27,2292,25.5,3,0,3,3,0,0,11,0,2.3,2.3,1,3.3,17,144,39
1401,Koke,es ESP,MF,Atlético Madrid,es La Liga,30,1992,33,30,2545,28.3,0,3,3,0,0,0,4,0,0.7,0.7,1.7,2.4,15,175,37
1402,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,29,1993,33,26,2214,24.6,4,1,5,4,0,0,3,0,4.1,4.1,0.9,5.1,49,109,86
